F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
HWF,4,Experiment,884,2,127,Critical,Global Incongruent,294,0,24,0,A,Global,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,698,5,100,Critical,Global Congruent at 2,294,0,18,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,1208,4,173,Critical,Global Congruent at 6,294,0,40,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
KLF,7,Experiment,387,2,56,Critical,Global Congruent at 6,294,0,32,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
KLF,7,Experiment,543,4,78,Critical,Local Incongruent,294,0,33,0,G,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,576,2,83,Critical,Global Incongruent,294,0,34,0,G,Global,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,774,4,111,Control,Global Multiple Incongruent,294,0,45,0,G,Global,Multiple Congruent until P6,Congruent Stimuli with Target
KLF,7,Experiment,1046,3,150,Critical,Global Incongruent,294,0,67,0,K,Global,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,178,3,26,Critical,Global Congruent at 2,294,0,23,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Experiment,436,2,63,Critical,Local Congruent at 6,294,0,31,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,504,7,72,Critical,Local Congruent at 2,294,0,32,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Experiment,507,3,73,Critical,Global Congruent at 6,294,0,32,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,1019,4,146,Critical,Local Incongruent,294,0,50,0,U,Local,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,1126,6,161,Critical,Local Incongruent,294,0,54,0,K,Local,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,1179,3,169,Critical,Global Congruent at 6,294,0,54,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,7,7,1,Critical,Global Congruent at 6,294,0,13,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,525,7,75,Critical,Local Congruent at 6,294,0,38,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,766,3,110,Critical,Local Incongruent,294,0,43,0,A,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,1182,6,169,Critical,Local Congruent at 6,294,0,64,0,G,Local,Congruent at 6,Congruent Stimuli with Target
JMJF,11,Experiment,474,5,68,Critical,Global Congruent at 6,294,0,23,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,1003,2,144,Critical,Global Congruent at 6,294,0,39,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,1006,5,144,Critical,Global Congruent at 6,294,0,39,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,1052,2,151,Critical,Local Incongruent,294,0,39,0,G,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,1157,2,166,Critical,Local Incongruent,294,0,39,0,A,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,1177,1,169,Critical,Global Incongruent,294,0,39,0,E,Global,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,355,5,51,Control,Global Multiple Incongruent,294,1,41,1,U,Global,Multiple Congruent until P2,Incongruent Stimuli without Target
VSF,12,Experiment,458,3,66,Critical,Global Congruent at 6,294,0,49,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,590,2,85,Critical,Global Congruent at 6,294,0,52,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,604,2,87,Critical,Global Congruent at 2,294,0,52,0,G,Global,Congruent at 2,Congruent Stimuli with Target
VSF,12,Experiment,874,6,125,Control,Global All Random,294,0,89,0,G,Global,All Random,Congruent Stimuli with Target
VSF,12,Experiment,1021,6,146,Critical,Global Congruent at 2,294,0,115,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,305,4,44,Critical,Local Incongruent,294,0,30,0,G,Local,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,473,4,68,Critical,Local Incongruent,294,0,40,0,E,Local,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,655,4,94,Critical,Global Incongruent,294,0,43,0,A,Global,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,1242,3,178,Critical,Local Congruent at 6,294,0,60,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,81,4,12,Control,Local All Random,294,1,12,1,K,Local,All Random,Incongruent Stimuli without Target
SEF,14,Experiment,303,2,44,Critical,Global Congruent at 6,294,0,26,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,891,2,128,Control,Global Multiple Incongruent,294,0,76,0,G,Global,Multiple Congruent until P2,Congruent Stimuli with Target
DCF,15,Experiment,214,4,31,Critical,Global Congruent at 6,294,0,38,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,901,5,129,Critical,Global Incongruent,294,0,64,0,A,Global,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,76,6,11,Control,Local Multiple Absent,294,0,10,0,A,Local,2 Absent,Incongruent Stimuli with Target
LOF,16,Experiment,585,4,84,Critical,Local Congruent at 2,294,0,34,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,934,3,134,Critical,Local Congruent at 6,294,0,62,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,975,2,140,Critical,Global Congruent at 6,294,0,63,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,1096,4,157,Control,Local Multiple Absent,294,1,72,1,G,Local,1 Absent,Random Stimuli
DMF,17,Experiment,293,6,42,Critical,Global Congruent at 2,294,0,38,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,822,3,118,Control,Global All Random,294,0,70,0,E,Global,All Random,Incongruent Stimuli with Target
DMF,17,Experiment,840,7,120,Control,Global Multiple Incongruent,294,1,71,1,E,Global,Multiple Congruent until P6,Incongruent Stimuli without Target
DMF,17,Experiment,1078,7,154,Critical,Global Incongruent,294,0,85,0,G,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,173,5,25,Critical,Global Congruent at 2,294,0,25,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
DFF,19,Experiment,508,4,73,Critical,Local Congruent at 6,294,0,30,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,510,6,73,Critical,Local Congruent at 6,294,0,30,0,U,Local,Congruent at 6,Congruent Stimuli with Target
DFF,19,Experiment,1167,5,167,Critical,Local Incongruent,294,0,59,0,G,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,538,6,77,Critical,Local Congruent at 2,294,0,46,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1094,2,157,Critical,Local Congruent at 6,294,0,64,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1172,3,168,Critical,Local Congruent at 6,294,0,65,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1183,7,169,Critical,Local Congruent at 2,294,0,65,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,1235,3,177,Critical,Global Congruent at 2,294,0,65,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,318,3,46,Critical,Local Congruent at 6,294,0,53,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,424,4,61,Critical,Global Incongruent,294,0,63,0,E,Global,Incongruent,Incongruent Stimuli with Target
SMFWP,21,Experiment,867,6,124,Critical,Global Congruent at 2,294,0,119,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1075,4,154,Critical,Local Congruent at 2,294,0,140,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,429,2,62,Critical,Local Congruent at 6,294,0,28,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,472,3,68,Critical,Global Congruent at 2,294,0,28,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,512,1,74,Critical,Local Congruent at 2,294,0,29,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,582,1,84,Critical,Local Incongruent,294,0,29,0,A,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,615,6,88,Critical,Local Incongruent,294,0,29,0,E,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,763,7,109,Critical,Global Congruent at 6,294,0,37,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,821,2,118,Critical,Local Incongruent,294,0,39,0,E,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,897,1,129,Critical,Local Incongruent,294,0,43,0,U,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,974,1,140,Control,Global All Random,294,1,48,1,U,Global,All Random,Incongruent Stimuli without Target
RFM,23,Experiment,110,5,16,Critical,Global Congruent at 6,294,0,25,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,364,7,52,Control,Local Multiple Incongruent,294,1,38,1,E,Local,Multiple Congruent until P6,Incongruent Stimuli without Target
RFM,23,Experiment,543,4,78,Critical,Local Congruent at 2,294,0,40,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,845,5,121,Control,Global Multiple Incongruent,294,0,52,0,U,Global,Multiple Congruent until P2,Incongruent Stimuli with Target
ADF,3,Practice,9,2,2,Control,Local Multiple Absent,294,0,4,0,A,Local,1 Absent,Incongruent Stimuli with Target
ADF,3,Practice,36,1,6,Control,Local All Random,294,1,13,1,U,Local,All Random,Incongruent Stimuli without Target
SEF,14,Practice,8,1,2,Control,Local All Random,294,1,4,1,G,Local,All Random,Incongruent Stimuli with Target
LOF,16,Practice,8,1,2,Control,Global All Random,294,1,3,1,U,Global,All Random,Incongruent Stimuli without Target
SBF,1,Experiment,301,7,43,Control,Global Multiple Incongruent,295,0,14,0,G,Global,Multiple Congruent until P6,Congruent Stimuli with Target
SBF,1,Experiment,864,3,124,Control,Global Multiple Absent,295,0,40,0,G,Global,2 Absent,Incongruent Stimuli with Target
FTM,2,Experiment,153,6,22,Control,Global All Random,295,0,32,0,E,Global,All Random,Incongruent Stimuli with Target
ADF,3,Experiment,755,6,108,Control,Global Multiple Incongruent,295,0,134,0,U,Global,Multiple Congruent until P2,Incongruent Stimuli with Target
HWF,4,Experiment,579,5,83,Critical,Global Congruent at 2,295,0,16,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,923,6,132,Critical,Local Incongruent,295,0,25,0,G,Local,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,971,5,139,Critical,Local Incongruent,295,0,30,0,G,Local,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,1119,6,160,Control,Global Multiple Absent,295,0,38,0,A,Global,1 Absent,Congruent Stimuli with Target
HBF,5,Experiment,1245,6,178,Critical,Local Congruent at 6,295,0,40,0,K,Local,Congruent at 6,Congruent Stimuli with Target
KLF,7,Experiment,168,7,24,Control,Local Multiple Incongruent,295,0,18,0,A,Local,Multiple Congruent until P6,Incongruent Stimuli with Target
KLF,7,Experiment,580,6,83,Critical,Global Incongruent,295,0,34,0,G,Global,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,824,5,118,Critical,Global Congruent at 6,295,0,49,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
KLF,7,Experiment,1235,3,177,Critical,Global Congruent at 2,295,0,67,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,166,5,24,Critical,Local Congruent at 6,295,0,14,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,1088,3,156,Critical,Local Congruent at 6,295,0,56,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,887,5,127,Critical,Global Congruent at 2,295,0,41,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,294,7,42,Control,Global Multiple Absent,295,0,36,0,G,Global,1 Absent,Congruent Stimuli with Target
JMF,10,Experiment,1222,4,175,Critical,Local Incongruent,295,0,65,0,G,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,38,3,6,Critical,Global Incongruent,295,0,6,0,K,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,492,2,71,Critical,Global Congruent at 6,295,0,23,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,1105,6,158,Critical,Global Incongruent,295,0,39,0,G,Global,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,409,3,59,Critical,Local Congruent at 2,295,0,46,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,967,1,139,Control,Global Multiple Incongruent,295,0,112,0,A,Global,Multiple Congruent until P2,Congruent Stimuli with Target
MLF,13,Experiment,48,6,7,Control,Local Multiple Incongruent,295,0,12,0,A,Local,Multiple Congruent until P6,Congruent Stimuli with Target
MLF,13,Experiment,145,5,21,Control,Local Multiple Incongruent,295,0,16,0,E,Local,Multiple Congruent until P6,Congruent Stimuli with Target
MLF,13,Experiment,346,3,50,Control,Local Multiple Incongruent,295,0,31,0,K,Local,Multiple Congruent until P6,Congruent Stimuli with Target
MLF,13,Experiment,410,4,59,Critical,Local Congruent at 6,295,0,33,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,515,4,74,Critical,Global Congruent at 6,295,0,42,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,533,1,77,Critical,Global Congruent at 6,295,0,42,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,791,7,113,Critical,Global Congruent at 6,295,0,45,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,886,4,127,Control,Local Multiple Incongruent,295,1,47,1,E,Local,Multiple Congruent until P2,Incongruent Stimuli without Target
MLF,13,Experiment,913,3,131,Control,Local Multiple Incongruent,295,0,50,0,A,Local,Multiple Congruent until P2,Congruent Stimuli with Target
SEF,14,Experiment,960,1,138,Control,Local Multiple Incongruent,295,0,78,0,K,Local,Multiple Congruent until P6,Congruent Stimuli with Target
SEF,14,Experiment,1081,3,155,Critical,Global Incongruent,295,0,89,0,A,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,495,5,71,Critical,Local Congruent at 2,295,0,46,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,536,4,77,Critical,Global Incongruent,295,0,46,0,U,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,955,3,137,Critical,Global Congruent at 2,295,0,65,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,962,3,138,Control,Global Multiple Incongruent,295,0,65,0,E,Global,Multiple Congruent until P6,Congruent Stimuli with Target
DCF,15,Experiment,984,4,141,Critical,Local Congruent at 6,295,0,68,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,1154,6,165,Critical,Local Incongruent,295,0,84,0,A,Local,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,513,2,74,Critical,Global Congruent at 6,295,0,34,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,1050,7,150,Critical,Global Congruent at 6,295,0,67,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,1188,5,170,Critical,Local Congruent at 6,295,0,73,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,410,4,59,Critical,Local Congruent at 2,295,0,47,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,937,6,134,Control,Local Multiple Incongruent,295,0,75,0,K,Local,Multiple Congruent until P6,Congruent Stimuli with Target
DMF,17,Experiment,1022,7,146,Critical,Local Congruent at 2,295,0,79,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,1208,4,173,Critical,Local Congruent at 6,295,0,86,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,854,7,122,Critical,Global Incongruent,295,0,31,0,E,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,1124,4,161,Critical,Global Congruent at 6,295,0,40,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,1011,3,145,Critical,Local Congruent at 2,295,0,52,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,448,7,64,Critical,Global Congruent at 6,295,0,46,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,745,3,107,Critical,Global Incongruent,295,0,51,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1049,6,150,Control,Global Multiple Incongruent,295,1,63,1,U,Global,Multiple Congruent until P2,Incongruent Stimuli without Target
JAF,20,Experiment,1127,7,161,Critical,Global Congruent at 6,295,0,64,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,430,3,62,Control,Local Multiple Absent,295,1,65,1,U,Local,3 Absent,Random Stimuli
ALF,22,Experiment,371,7,53,Critical,Global Congruent at 2,295,0,26,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,426,6,61,Critical,Global Congruent at 6,295,0,28,0,K,Global,Congruent at 6,Congruent Stimuli with Target
ALF,22,Experiment,471,2,68,Critical,Global Congruent at 2,295,0,28,0,U,Global,Congruent at 2,Congruent Stimuli with Target
ALF,22,Experiment,589,1,85,Critical,Global Congruent at 6,295,0,29,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,614,5,88,Critical,Local Incongruent,295,0,29,0,E,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,627,4,90,Critical,Global Congruent at 2,295,0,29,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,630,7,90,Critical,Global Congruent at 2,295,0,29,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,709,2,102,Critical,Global Incongruent,295,0,34,0,G,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,825,6,118,Critical,Local Incongruent,295,0,39,0,E,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,912,2,131,Control,Global All Random,295,1,44,1,G,Global,All Random,Random Stimuli
ALF,22,Experiment,968,2,139,Critical,Global Incongruent,295,0,47,0,G,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,638,1,92,Control,Local Multiple Absent,295,0,42,0,U,Local,4 Absent,Incongruent Stimuli with Target
RFM,23,Experiment,708,1,102,Critical,Local Congruent at 6,295,0,44,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,1119,6,160,Critical,Global Congruent at 2,295,0,66,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,1187,4,170,Critical,Global Incongruent,295,0,66,0,G,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Practice,38,3,6,Critical,Global Congruent at 2,295,0,10,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Practice,52,3,8,Critical,Global Incongruent,295,0,9,0,A,Global,Incongruent,Incongruent Stimuli with Target
